File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019158_aid0001,aid0001,2019-06-07,298272,507850,34183,142.0,217963.0,,93347,384.0,60424,,,,2949,
QC_Day_2019159_aid0001,aid0001,2019-06-08,587760,190191,34183,545.0,197040.0,11.0,67328,306.0,137469,1.0,60.0,,620,
QC_Day_2019160_aid0001,aid0001,2019-06-09,565838,242815,34183,79.0,193182.0,,75331,110.0,100932,,585.0,,2459,
QC_Day_2019161_aid0001,aid0001,2019-06-10,571407,455968,34183,33.0,39536.0,,68569,10.0,41073,,291.0,,4444,
QC_Day_2019162_aid0001,aid0001,2019-06-11,596557,202603,34183,586.0,172398.0,,117982,27.0,81005,,3550.0,,6623,
QC_Day_2019163_aid0001,aid0001,2019-06-12,475340,402770,34183,210.0,135953.0,1.0,90588,5.0,69020,,602.0,,6842,
QC_Day_2019164_aid0001,aid0001,2019-06-13,413133,358531,34183,240.0,128334.0,,195695,75.0,77087,,4719.0,,3517,
QC_Day_2019165_aid0001,aid0001,2019-06-14,713387,88353,34183,87.0,251901.0,1.0,56289,17.0,66479,,,,4817,
QC_Day_2019166_aid0001,aid0001,2019-06-15,483676,391472,34183,83.0,65417.0,,144209,40.0,87547,,1889.0,,6998,
QC_Day_2019167_aid0001,aid0001,2019-06-16,604997,278644,34183,56.0,99371.0,,78327,24.0,103826,,421.0,,15665,
QC_Day_2019168_aid0001,aid0001,2019-06-17,552024,467611,34183,56.0,27774.0,,72065,34.0,55038,,464.0,,6265,
QC_Day_2019169_aid0001,aid0001,2019-06-18,539347,243233,34183,262.0,167557.0,,88360,11.0,135899,,692.0,,5970,
QC_Day_2019170_aid0001,aid0001,2019-06-19,703146,138840,34183,280.0,191736.0,,30210,1.0,116799,,,,319,
QC_Day_2019171_aid0001,aid0001,2019-06-20,437405,369047,34183,389.0,301623.0,,44876,12.0,27240,,117.0,,622,
QC_Day_2019172_aid0001,aid0001,2019-06-21,518951,243534,34183,53.0,304585.0,,85873,17.0,27403,,2.0,,913,
QC_Day_2019173_aid0001,aid0001,2019-06-22,690709,137884,34183,634.0,239226.0,,48321,12.0,62712,,74.0,,1759,
QC_Day_2019174_aid0001,aid0001,2019-06-23,712628,83476,34183,101.0,232848.0,,32799,,118810,,,,669,
QC_Day_2019175_aid0001,aid0001,2019-06-24,419009,406812,34183,71.0,44485.0,,143862,18.0,163549,,433.0,,3092,
QC_Day_2019176_aid0001,aid0001,2019-06-25,254946,596212,34183,183.0,71879.0,,137278,15.0,108232,,414.0,,12172,
QC_Day_2019177_aid0001,aid0001,2019-06-26,378278,353955,34183,103.0,113442.0,1.0,179435,10.0,144967,,485.0,,10655,
QC_Day_2019178_aid0001,aid0001,2019-06-27,359101,457674,34183,122.0,228370.0,,68130,16.0,66710,,263.0,,945,
QC_Day_2019179_aid0001,aid0001,2019-06-28,389877,306935,34183,39.0,219509.0,,157393,7.0,105097,,207.0,,2267,
QC_Day_2019180_aid0001,aid0001,2019-06-29,408523,516785,34183,202.0,46000.0,,133295,4.0,69188,,1267.0,,6067,
QC_Day_2019181_aid0001,aid0001,2019-06-30,618076,215449,34183,106.0,161204.0,,106789,,77472,,41.0,,2194,
QC_Day_2019182_aid0001,aid0001,2019-07-01,445800,399255,34183,290.0,90911.0,,113125,21.0,130861,,85.0,,983,
QC_Day_2019183_aid0001,aid0001,2019-07-02,543585,190899,34183,163.0,241875.0,,110596,2.0,93003,1.0,,,1207,
QC_Day_2019184_aid0001,aid0001,2019-07-03,394284,565810,34183,77.0,42378.0,,119328,9.0,50261,,576.0,,8608,
QC_Day_2019185_aid0001,aid0001,2019-07-04,664705,77658,34183,491.0,306183.0,,87300,1.0,42472,,1284.0,,1237,
QC_Day_2019186_aid0001,aid0001,2019-07-05,630468,185905,34183,248.0,163987.0,,70307,3.0,127803,,14.0,,2596,
QC_Day_2019187_aid0001,aid0001,2019-07-06,439841,281247,34183,864.0,278551.0,,127314,4.0,46441,,6098.0,,971,
QC_Day_2019188_aid0001,aid0001,2019-07-07,389873,573748,34183,30.0,62633.0,,94340,6.0,55524,,88.0,,5089,
